Track title,track lyrics,Release Year,composer ,Lyricist,Tokenized & Preprocessed Lyrics,Sentiment,Sentiment_Score,Emotion
بيقولوا زغير بلدى,بقولو زغير بلدى بيقولوا زغير بلدى بالغضب مسور بلدى الكرامه غضب والمحبه غضب والغضب الاحلى بلدى وبيقولوا قلال ونكون قلال بلدنا خير وجمال وبيقولو يقولوا شو يقولوا شويه صخر وتلال صخره الفجر وقصر الندى بلدى طفل متوج عالمعركه غدى بلدى زغير وبالحق كبير بيعتدى بلدى,1977.0,الاخوين رحبانى,الأخوين رحباني,"بقولو
زغير
بلدى
بيقولوا
زغير
بلدى
بالغضب
مسور
بلدى
الكرامه
غضب
والمحبه
غضب
والغضب
الاحلى
بلدى
وبيقولوا
قلال
ونكون
قلال
بلدنا
خير
وجمال
وبيقولو
يقولوا
شو
يقولوا
شويه
صخر
وتلال
صخره
الفجر
وقصر
الندى
بلدى
طفل
متوج
عالمعركه
غدى
بلدى
زغير
وبالحق
كبير
بيعتدى
بلدى",negative,0.6834239363670349,love
تبقى ميل,تبقى ميل تبقى اسال متل الاول ضل اسال الله يشغلك بال وديلى منك مرسال اسال اسال انا بدى تجى تقول اعذرينى مشغول لفته بعيد بتكفينى قلبى طول توديلى الزهر سلال بالشوق تجرح موال اسالنى الحال اسال اسال سهرات القمر الحلوين هجرونا سنين زعلوا ناس رضيوا ناس نحنا المنسيين ايام تغرب قبال عينيى عالدرب خيال بلبل عاشق غط قال اسال اسال,1970.0,الاخوين رحبانى,الأخوين رحباني,"تبقى
ميل
تبقى
اسال
متل
الاول
ضل
اسال
الله
يشغلك
بال
وديلى
منك
مرسال
اسال
اسال
انا
بدى
تجى
تقول
اعذرينى
مشغول
لفته
بعيد
بتكفينى
قلبى
طول
توديلى
الزهر
سلال
بالشوق
تجرح
موال
اسالنى
الحال
اسال
اسال
سهرات
القمر
الحلوين
هجرونا
سنين
زعلوا
ناس
رضيوا
ناس
نحنا
المنسيين
ايام
تغرب
قبال
عينيى
عالدرب
خيال
بلبل
عاشق
غط
قال
اسال
اسال",negative,0.7749181389808655,love
تك تك يام سليمان,تك تك تك يام سليمان تك تك تك جوزك وين تك تك تك بالحقله عم يقطف خوخ ورمان ستى بدور شوفى القمر بيدور والناطوره بدا شمس والشمس بعقد المرجان عمى عم الحطاب خلينا نلعب عالباب والجاره بدا قمحه والقمحه الطحان جدى جد التلج لحيتك غطت عالمرج والهوا بدو خيمه والخيمه بدا خيطان دويننى الجمال يحنى بالقنطره شو طعميناهن قمح دره شو سقاينهن ميى معطره عمى الغراب جوزنى بنتك,1967.0,الاخوين رحبانى,الأخوين رحباني,"تك
تك
تك
يام
سليمان
تك
تك
تك
جوزك
وين
تك
تك
تك
بالحقله
عم
يقطف
خوخ
ورمان
ستى
بدور
شوفى
القمر
بيدور
والناطوره
بدا
شمس
والشمس
بعقد
المرجان
عمى
عم
الحطاب
خلينا
نلعب
عالباب
والجاره
بدا
قمحه
والقمحه
الطحان
جدى
جد
التلج
لحيتك
غطت
عالمرج
والهوا
بدو
خيمه
والخيمه
بدا
خيطان
دويننى
الجمال
يحنى
بالقنطره
شو
طعميناهن
قمح
دره
شو
سقاينهن
ميى
معطره
عمى
الغراب
جوزنى
بنتك",negative,0.9881195425987244,sadness
تنذكر تنعاد,تنذكر تنعاد ونشوفك بالاعياد تعمر وتجيب ولاد انسانى تنذكر تنعاد ويصيروا الاشيا بعاد فى غيرك ناس جداد فى شى تانى شو هالحب اللى طالعلى شو هالقلب اللى نسمع بتبلش حب بتكفيه تنذكر تنعاد تترك ارض الاجداد وتجرب بلاد تنسانى شو هالعمر اللى مش باقى شى الوقت الولا خلى شى خلالى طريقى ورح امشيه عندى عيد ميلاد ذاكر وقتو بالكاد تهرب متل الولاد شى تنسانى عيدى بكره فكر لون الشمع اللى لازم اطفيه بتمنى تنسى حبى وتعفيه,2001.0,زياد رحبانى,زياد رحباني,"تنذكر
تنعاد
ونشوفك
بالاعياد
تعمر
وتجيب
ولاد
انسانى
تنذكر
تنعاد
ويصيروا
الاشيا
بعاد
فى
غيرك
ناس
جداد
فى
شى
تانى
شو
هالحب
اللى
طالعلى
شو
هالقلب
اللى
نسمع
بتبلش
حب
بتكفيه
تنذكر
تنعاد
تترك
ارض
الاجداد
وتجرب
بلاد
تنسانى
شو
هالعمر
اللى
مش
باقى
شى
الوقت
الولا
خلى
شى
خلالى
طريقى
ورح
امشيه
عندى
عيد
ميلاد
ذاكر
وقتو
بالكاد
تهرب
متل
الولاد
شى
تنسانى
عيدى
بكره
فكر
لون
الشمع
اللى
لازم
اطفيه
بتمنى
تنسى
حبى
وتعفيه",negative,0.7607424259185791,love
جاى انا,جاى انا جاى جاى لعندك جاى رح يخلص الموسم وافضى للمحبه وينك حبيبى حطك بقلبى اعمل لى عندك خيم جوانح الغيمه بالحب مضوايه جايى انا جاى بكرا مشاويرى لعندك بتحملنى وعنك حبيبى حدا بيشغلنى هنى عوقونى بشغلى نطرونى وقربت الحكايه وجاى انا جاى,1963.0,الاخوين رحبانى,الأخوين رحباني,"جاى
انا
جاى
جاى
لعندك
جاى
رح
يخلص
الموسم
وافضى
للمحبه
وينك
حبيبى
حطك
بقلبى
اعمل
لى
عندك
خيم
جوانح
الغيمه
بالحب
مضوايه
جايى
انا
جاى
بكرا
مشاويرى
لعندك
بتحملنى
وعنك
حبيبى
حدا
بيشغلنى
هنى
عوقونى
بشغلى
نطرونى
وقربت
الحكايه
وجاى
انا
جاى",positive,0.935937762260437,love
جلنار,صبح روج طولت ليلك خليت قلبى نار بلكى بتجى اختك تغنيلك بلكى بتجى جلنار صرخات عم بتموج بالوادى معنزق عليها ضباب لبعيد عم بتروح تنادى بيظهر حبيبو غاب راعى بكى منجيرتو متلو بكيت تيتسلى شو قولوكن عالسكت قالتلو شو قولكن قلا خليك حدى تيروق الجو رندح سمعنى لمن بيطلعلك راعى الضو تبقى تودعنى وقفت قلبى عالدرب ناطور تفاق الف نهار ووعيت الشمس زقزق العصفور اجت جلنار,1953.0,الاخوين رحبانى,ميشال طراد,"صبح
روج
طولت
ليلك
خليت
قلبى
نار
بلكى
بتجى
اختك
تغنيلك
بلكى
بتجى
جلنار
صرخات
عم
بتموج
بالوادى
معنزق
عليها
ضباب
لبعيد
عم
بتروح
تنادى
بيظهر
حبيبو
غاب
راعى
بكى
منجيرتو
متلو
بكيت
تيتسلى
شو
قولوكن
عالسكت
قالتلو
شو
قولكن
قلا
خليك
حدى
تيروق
الجو
رندح
سمعنى
لمن
بيطلعلك
راعى
الضو
تبقى
تودعنى
وقفت
قلبى
عالدرب
ناطور
تفاق
الف
نهار
ووعيت
الشمس
زقزق
العصفور
اجت
جلنار",negative,0.7819594144821167,love
جينا لحلال القصص,جينا لحلال القصص تنحل قصتنا ولقينا فى عندو قصه احلا قصتنا عندو قصو وكل قصه الها قصه وبيخلص العمر بتخلص القصه,1968.0,الاخوين رحبانى,الأخوين رحباني,"جينا
لحلال
القصص
تنحل
قصتنا
ولقينا
فى
عندو
قصه
احلا
قصتنا
عندو
قصو
وكل
قصه
الها
قصه
وبيخلص
العمر
بتخلص
القصه",positive,0.6834827065467834,joy
حبيبى بده القمر,حبيبى بده القمر والقمر بعيد والسما عاليه بتطالها الايد طلعت السطح دلوا الناس قالوا ماادرى شو وخبروا الحراس قلت بدى القمر قالوا القمر غالى حقه ليالى ليالى سهر وإلى ليالى عالسطح سهرانه وحاسه بحالى تعبانه ونعسانه خايفه لانام وينزل القمر ويلاقينى غافيه وتسرقه جارتنا اللى مزاعلتنا وتعطيه لحبيبى ويحبها حبيبى وانا صير غريبه,1967.0,الاخوين رحبانى,الأخوين رحباني,"حبيبى
بده
القمر
والقمر
بعيد
والسما
عاليه
بتطالها
الايد
طلعت
السطح
دلوا
الناس
قالوا
ماادرى
شو
وخبروا
الحراس
قلت
بدى
القمر
قالوا
القمر
غالى
حقه
ليالى
ليالى
سهر
وإلى
ليالى
عالسطح
سهرانه
وحاسه
بحالى
تعبانه
ونعسانه
خايفه
لانام
وينزل
القمر
ويلاقينى
غافيه
وتسرقه
جارتنا
اللى
مزاعلتنا
وتعطيه
لحبيبى
ويحبها
حبيبى
وانا
صير
غريبه",negative,0.9161654710769653,love
علوا ابواب الوسيعه,علو ابواب الوسيعه الدار جيناها رجعوا اصحاب الشيم والعز ضواها دقو البيارق حد الفرح والنار والدار للى بنى حجارها علاها قال القوال وغنى قلنا شوقال الساحه ولعانى عنا بصوت القوال ردو حواليى ردو القول المرصود المرصود لكاتب حدو عالغيم حدود ولما الفرسان احتدو وطش البارود انهزوا الاشيا وانهدو والصخر انشال شعرك زهره محروقه بحراش الليل الليل الطاير عنزوقه ميل ميل ويا سمره ياعيوقه بصهلات الخيل انتى النبله الممشوفه بايد الخيال قادر صوت القادر بالمجد تجن تجن بالرد تبادر الرده تعن عم يهدر نهر الهادر والصنج يرن وبيدر مزروع بيادر مزروع رجال,1966.0,الاخوين رحبانى,الأخوين رحباني,"علو
ابواب
الوسيعه
الدار
جيناها
رجعوا
اصحاب
الشيم
والعز
ضواها
دقو
البيارق
حد
الفرح
والنار
والدار
للى
بنى
حجارها
علاها
قال
القوال
وغنى
قلنا
شوقال
الساحه
ولعانى
عنا
بصوت
القوال
ردو
حواليى
ردو
القول
المرصود
المرصود
لكاتب
حدو
عالغيم
حدود
ولما
الفرسان
احتدو
وطش
البارود
انهزوا
الاشيا
وانهدو
والصخر
انشال
شعرك
زهره
محروقه
بحراش
الليل
الليل
الطاير
عنزوقه
ميل
ميل
ويا
سمره
ياعيوقه
بصهلات
الخيل
انتى
النبله
الممشوفه
بايد
الخيال
قادر
صوت
القادر
بالمجد
تجن
تجن
بالرد
تبادر
الرده
تعن
عم
يهدر
نهر
الهادر
والصنج
يرن
وبيدر
مزروع
بيادر
مزروع
رجال",neutral,0.45999667048454285,longing
العريشه,العريشه قعدنا وقلنا كرم المحبه استوى وخبى منازلنا زهور عم يندهو البلبل لفى وغنى الكانو يحبو التهو بغيرنا عنا تهنا بدروب الحكى وكان الحكى النا القلوب اللنا تشتكى والحب سالنا,1995.0,الاخوين رحبانى,الأخوين رحباني,"العريشه
قعدنا
وقلنا
كرم
المحبه
استوى
وخبى
منازلنا
زهور
عم
يندهو
البلبل
لفى
وغنى
الكانو
يحبو
التهو
بغيرنا
عنا
تهنا
بدروب
الحكى
وكان
الحكى
النا
القلوب
اللنا
تشتكى
والحب
سالنا",negative,0.8103355169296265,love
تخمين,تخمين راحت حلوه الحلوين ضل فى الحبق تخمين هالقلب انطبق وماعاد يرجعلى تخمين وغاب القمر بيتون غا رح بيطل واسود لون الفل والزنبقه البيضا ال حد الباب باخر البستان فى ممرق بيجيب عا بالى البكى مطرح كانت ترتكى مفرخ جفافه العشب ازرق وطالع عريشه معششه الطيور مطرح هرت دمعتها وبعدهن بيحكو حكايتها هونيك بنفسجه الصخور,1973.0,الاخوين رحبانى,ميشال طراد,"تخمين
راحت
حلوه
الحلوين
ضل
فى
الحبق
تخمين
هالقلب
انطبق
وماعاد
يرجعلى
تخمين
وغاب
القمر
بيتون
غا
رح
بيطل
واسود
لون
الفل
والزنبقه
البيضا
ال
حد
الباب
باخر
البستان
فى
ممرق
بيجيب
عا
بالى
البكى
مطرح
كانت
ترتكى
مفرخ
جفافه
العشب
ازرق
وطالع
عريشه
معششه
الطيور
مطرح
هرت
دمعتها
وبعدهن
بيحكو
حكايتها
هونيك
بنفسجه
الصخور",negative,0.9688807129859924,love
تدور الارجيله,دارت الارجيله اهلا بالارجيله نتسمع كرتها نسهر تقسيمتها ونشوف الليله الطويله مش طويله تدور تدور الارجيله تدور ياصبيه مافى الها ناطور تهل علينا تطل علينا وعلى غيم الدخان تدور تدور ناس قاعدين ناس الكراسى وراق الكاس جمعتهن الارجيله بالليله الطويله والسهره بخيله والغنيه تدور ولما بمرق النار عيونك بتخبينى وبندهلك ياقمر نوار وبحطك جبينى رقصه حديد البواريد خطر جديد وفرح جديد انا قنديل وانت العيد انا حقله وانت الناطور,1970.0,الاخوين رحبانى,الأخوين رحباني,"دارت
الارجيله
اهلا
بالارجيله
نتسمع
كرتها
نسهر
تقسيمتها
ونشوف
الليله
الطويله
مش
طويله
تدور
تدور
الارجيله
تدور
ياصبيه
مافى
الها
ناطور
تهل
علينا
تطل
علينا
وعلى
غيم
الدخان
تدور
تدور
ناس
قاعدين
ناس
الكراسى
وراق
الكاس
جمعتهن
الارجيله
بالليله
الطويله
والسهره
بخيله
والغنيه
تدور
ولما
بمرق
النار
عيونك
بتخبينى
وبندهلك
ياقمر
نوار
وبحطك
جبينى
رقصه
حديد
البواريد
خطر
جديد
وفرح
جديد
انا
قنديل
وانت
العيد
انا
حقله
وانت
الناطور",negative,0.6314920783042908,longing
تعا تجى,تعا تجى وكذوب عليى الكذبه مش خطيه وعدنى انو رح تجى وتعا تجى عتاب البواب الابر عمبتحيك بتحيك تكايه وتحيك حكايه والابر مسنونه والعيون مسنونه وياخوفى الحكى يجى الحسد عالطريق الحسد عمبيزهر زهر بالدواره وزهر الجاره وغزلت بمغزلها قصتنا بمغزلها ولوين رح التجى تتعا تجى وكذوب عليى الكذبه مش خطيه وعدنى انو رح تجى وتعا تجى,1964.0,الاخوين رحبانى,الأخوين رحباني,"تعا
تجى
وكذوب
عليى
الكذبه
مش
خطيه
وعدنى
انو
رح
تجى
وتعا
تجى
عتاب
البواب
الابر
عمبتحيك
بتحيك
تكايه
وتحيك
حكايه
والابر
مسنونه
والعيون
مسنونه
وياخوفى
الحكى
يجى
الحسد
عالطريق
الحسد
عمبيزهر
زهر
بالدواره
وزهر
الجاره
وغزلت
بمغزلها
قصتنا
بمغزلها
ولوين
رح
التجى
تتعا
تجى
وكذوب
عليى
الكذبه
مش
خطيه
وعدنى
انو
رح
تجى
وتعا
تجى",negative,0.9960387945175171,sadness
تعال كفاك دلال,تعال تعالكفاك دلال كفاك زهوا بتاج الجمال تعالتعال تعال ضلوعى تحن وروحى تذوب وتذكر يوم حوانا الغروب لانت حبيبى نجى القلوب وانت الرجاء وانت الخيال عيونك الفصول الفصول فديت العيون وسحر العيون كفاك حبيبى رفيف الجفون اراك تجافى وتبغى الوصال حبيبى كنت وحيدا اطير فجئت بلحنك عبر الاثير ملكت هوايا وكنت الاسير رضيت باسرى تعال تعال تعالكفاك دلال,1952.0,الاخوين رحبانى,شفيق جدايل,"تعال
تعالكفاك
دلال
كفاك
زهوا
بتاج
الجمال
تعالتعال
تعال
ضلوعى
تحن
وروحى
تذوب
وتذكر
يوم
حوانا
الغروب
لانت
حبيبى
نجى
القلوب
وانت
الرجاء
وانت
الخيال
عيونك
الفصول
الفصول
فديت
العيون
وسحر
العيون
كفاك
حبيبى
رفيف
الجفون
اراك
تجافى
وتبغى
الوصال
حبيبى
كنت
وحيدا
اطير
فجئت
بلحنك
عبر
الاثير
ملكت
هوايا
وكنت
الاسير
رضيت
باسرى
تعال
تعال
تعالكفاك
دلال",positive,0.9601804614067078,love
تلفن عياش,تلفن عياش توقعنا وناطرينه تلفن عياش تلفن يعنى الله يعينه تلفن عياش تلفن تلفن عياش تلفن كذب عياش توقعنا ناطرينه كذب عياش بيحلف الا بدينه تلفن عياش كذب تلفن عياش كذب تلفن عياش وقال الاشيا مظبوطه جود عياش وعرفينا مش مظبوطه بيقلك شى تمام غط حمام وطار حمام تلفن عياش حرفه بيعرف يزينه موفق عياش لالله عم بيعينو تلفن عياش خبر ليه بيتلفن يكذب عياش يكذب راقى بيجنن بيقلك هوى مظلوم هوى واضح مفهوم فشط عياش ومتل العاده منعرف مينو تلفن عياش فشط يعنى الله يعينه تلفن عياش فشط تلفن عياش فشط واخيرا تلفن عياش متل كانو تلفن,2000.0,زياد رحبانى,زياد رحباني,"تلفن
عياش
توقعنا
وناطرينه
تلفن
عياش
تلفن
يعنى
الله
يعينه
تلفن
عياش
تلفن
تلفن
عياش
تلفن
كذب
عياش
توقعنا
ناطرينه
كذب
عياش
بيحلف
الا
بدينه
تلفن
عياش
كذب
تلفن
عياش
كذب
تلفن
عياش
وقال
الاشيا
مظبوطه
جود
عياش
وعرفينا
مش
مظبوطه
بيقلك
شى
تمام
غط
حمام
وطار
حمام
تلفن
عياش
حرفه
بيعرف
يزينه
موفق
عياش
لالله
عم
بيعينو
تلفن
عياش
خبر
ليه
بيتلفن
يكذب
عياش
يكذب
راقى
بيجنن
بيقلك
هوى
مظلوم
هوى
واضح
مفهوم
فشط
عياش
ومتل
العاده
منعرف
مينو
تلفن
عياش
فشط
يعنى
الله
يعينه
تلفن
عياش
فشط
تلفن
عياش
فشط
واخيرا
تلفن
عياش
متل
كانو
تلفن",negative,0.9863700866699219,sadness
حبك غنينا,حبك غنينا ولقربك حنينا وحكينا حكايات ملقانا استنظرنا وسهرنا تواعدنا وسعدنا والليل يزرع بالهوى دنيانا لونا ايامك زينا احلامك طرقاتك باشواقنا فرشناها وبكينا حكينا وزعلنا قلنا ساعات حلوه بالهوى عشناها ليلى يتيه والشوق غاويه والقلب بيهدى ذكراك تضنيه اجمل اطيارك عم تنزل عدارك وتقول حلو الهنا لاقينا والزنبق يتشوق والجدول عم يسال يلا نغنى للهوى غنانينا,1958.0,الاخوين رحبانى,الأخوين رحباني,"حبك
غنينا
ولقربك
حنينا
وحكينا
حكايات
ملقانا
استنظرنا
وسهرنا
تواعدنا
وسعدنا
والليل
يزرع
بالهوى
دنيانا
لونا
ايامك
زينا
احلامك
طرقاتك
باشواقنا
فرشناها
وبكينا
حكينا
وزعلنا
قلنا
ساعات
حلوه
بالهوى
عشناها
ليلى
يتيه
والشوق
غاويه
والقلب
بيهدى
ذكراك
تضنيه
اجمل
اطيارك
عم
تنزل
عدارك
وتقول
حلو
الهنا
لاقينا
والزنبق
يتشوق
والجدول
عم
يسال
يلا
نغنى
للهوى
غنانينا",positive,0.6087421774864197,love
غيب قمر,غيب غيب غيب غيب قمر روح روح نام نام بالشجر منحب السهر منحب السمر معك قمر,1953.0,الاخوين رحبانى,الأخوين رحباني,"غيب
غيب
غيب
غيب
قمر
روح
روح
نام
نام
بالشجر
منحب
السهر
منحب
السمر
معك
قمر",positive,0.8912515044212341,love
غرب الحسون,غرب الحسون والزنبق تكى وتشرين عم يجمع الزهر الليلكى تحرز هيك قلك شو بنى كترت قصصنا بقى يساع الحكى,1966.0,الاخوين رحبانى,الأخوين رحباني,"غرب
الحسون
والزنبق
تكى
وتشرين
عم
يجمع
الزهر
الليلكى
تحرز
هيك
قلك
شو
بنى
كترت
قصصنا
بقى
يساع
الحكى",negative,0.9714106321334839,longing
غرب هوى,غرب هوى شرق هوى حاكينى حبيبى وقعدنا سوا وتعبنا الهوى دخاك حبيبى قصد العين وانا العين وقال لى وين بشوفك وين وعين تخاف وتدمع قال وقال والورد مال وصار الدار هالحال نسيت البيت واخرنى حبيبى قصد الحى وانا بالحى وقال لى طلى قبالى شوى وكل الناس يدلوا وتخبيت بدرج البيت فزعت يشوفوا وان طليت زعل وفل وشو بفكره حبيبى,1962.0,الاخوين رحبانى,الأخوين رحباني,"غرب
هوى
شرق
هوى
حاكينى
حبيبى
وقعدنا
سوا
وتعبنا
الهوى
دخاك
حبيبى
قصد
العين
وانا
العين
وقال
لى
وين
بشوفك
وين
وعين
تخاف
وتدمع
قال
وقال
والورد
مال
وصار
الدار
هالحال
نسيت
البيت
واخرنى
حبيبى
قصد
الحى
وانا
بالحى
وقال
لى
طلى
قبالى
شوى
وكل
الناس
يدلوا
وتخبيت
بدرج
البيت
فزعت
يشوفوا
وان
طليت
زعل
وفل
وشو
بفكره
حبيبى",negative,0.9205776453018188,love
,فى قهوه عالمفرق فى موقده فى نارنبقى انا حبيبى نفرشها بالاسرار جيت لقيت عشاق اتنين زغار قعدوا مقاعدنا سرقوا منا المشوار ورق الاصفر عم نكبر عم نكبرالطرقات البيوت عم تكبر عم تكبر تخلص الدنيى فى وطنى وطنى اه بتضلك طفل زغير متل السهم الراجع سفر الزمان قطعت الشوارع ضحكلى انسان اصحابى كبروا اتغير اللى صاروا العمر الماضى صاروا دهب النسيان,1974.0,الاخوين رحبانى,الأخوين رحباني,"فى
قهوه
عالمفرق
فى
موقده
فى
نارنبقى
انا
حبيبى
نفرشها
بالاسرار
جيت
لقيت
عشاق
اتنين
زغار
قعدوا
مقاعدنا
سرقوا
منا
المشوار
ورق
الاصفر
عم
نكبر
عم
نكبرالطرقات
البيوت
عم
تكبر
عم
تكبر
تخلص
الدنيى
فى
وطنى
وطنى
اه
بتضلك
طفل
زغير
متل
السهم
الراجع
سفر
الزمان
قطعت
الشوارع
ضحكلى
انسان
اصحابى
كبروا
اتغير
اللى
صاروا
العمر
الماضى
صاروا
دهب
النسيان",negative,0.8810754418373108,love
سالونى الناس,سالونى الناس عنك حبيبى كتبوا المكاتيب واخدها الهوا بيعز غنى حبيبى ولاول مره منكون سوا سالونى الناس عنك سالونى قلت راجع اوعى تلومونى غمضت عيونى خوفى للناس يشوفوك مخبا بعيونى الهوا بكانى الهوى لاول مره منكون سوا طل الليل قال لى ضوى لى لاقانى الليل وطفا قناديلى تسالينى استهديت قلبى لعندك دليلى واللى اكتوى بالشوق اكتوى لاول مره منكون سوا,1973.0,زياد رحبانى,الأخوين رحباني,"سالونى
الناس
عنك
حبيبى
كتبوا
المكاتيب
واخدها
الهوا
بيعز
غنى
حبيبى
ولاول
مره
منكون
سوا
سالونى
الناس
عنك
سالونى
قلت
راجع
اوعى
تلومونى
غمضت
عيونى
خوفى
للناس
يشوفوك
مخبا
بعيونى
الهوا
بكانى
الهوى
لاول
مره
منكون
سوا
طل
الليل
قال
لى
ضوى
لى
لاقانى
الليل
وطفا
قناديلى
تسالينى
استهديت
قلبى
لعندك
دليلى
واللى
اكتوى
بالشوق
اكتوى
لاول
مره
منكون
سوا",positive,0.8598045110702515,love
زورونى سنه مره,زورونى سنه مره حرام تنسونى بالمره خوفى الهوى نظره تجى تروح بالمره حبيبى فرقتك مره حرام تنسونا بالمره,1921.0,سيد درويش,يونس القاضي,"زورونى
سنه
مره
حرام
تنسونى
بالمره
خوفى
الهوى
نظره
تجى
تروح
بالمره
حبيبى
فرقتك
مره
حرام
تنسونا
بالمره",negative,0.6259609460830688,love
الرمان,عالتله الخضرا انت طالع صوب المزارع العاليى فى ضيعه حلوى بيوتها جداد شوارعها واسعه طرقاتها مسيجى بالزهور هالضيعه اسما الرمان الرمان ضيعه مسحوره بالمنتور الغويان مغموره الرمان خضرا حلوى يللى الزنبق عم تضوى حن القلب مال النرجس قاملك فييو بعين الرمان ناجى الحب طار الملقى بضيعه الرمان وين بيتلاقوا الاخوان عمفارق الرمان وين بتتغنى الالحان بجناين الرمان,1955.0,الاخوين رحبانى,الأخوين رحباني,"عالتله
الخضرا
انت
طالع
صوب
المزارع
العاليى
فى
ضيعه
حلوى
بيوتها
جداد
شوارعها
واسعه
طرقاتها
مسيجى
بالزهور
هالضيعه
اسما
الرمان
الرمان
ضيعه
مسحوره
بالمنتور
الغويان
مغموره
الرمان
خضرا
حلوى
يللى
الزنبق
عم
تضوى
حن
القلب
مال
النرجس
قاملك
فييو
بعين
الرمان
ناجى
الحب
طار
الملقى
بضيعه
الرمان
وين
بيتلاقوا
الاخوان
عمفارق
الرمان
وين
بتتغنى
الالحان
بجناين
الرمان",negative,0.9765775799751282,love
غرب الحسون,غرب الحسون والزنبق تكى وتشرين عم يجمع الزهر الليلكى تحرز هيك قلك شو بنى كترت قصصنا بقى يساع الحكى,1966.0,الاخوين رحبانى,الأخوين رحباني,"غرب
الحسون
والزنبق
تكى
وتشرين
عم
يجمع
الزهر
الليلكى
تحرز
هيك
قلك
شو
بنى
كترت
قصصنا
بقى
يساع
الحكى",negative,0.9714106321334839,longing
غمر الغداير,وتمرق صبيى تمشور دغوش الغياب ترندح قصيده غيبتها كتاب شعرها الناطر شى ايد تجدله بعدك زغير عالمحبه والعذاب غمر الغداير طاير عالريح طاير طاير شعر ليل وبكى بالبال ضلك طاير قطر الندى حب الندى نقط الورد وهدى طير عالنبعه غدى غنى لى هالبشاير وين العسل شهد العسل برق شالها وهدل وميت بإيدها عالجبل وإتعلت العماير يكتب صلاه يودى صلاه لعيونها ويحلى العلا تتلفت وتضوى لفتاتها المناير,1964.0,الاخوين رحبانى,الأخوين رحباني,"وتمرق
صبيى
تمشور
دغوش
الغياب
ترندح
قصيده
غيبتها
كتاب
شعرها
الناطر
شى
ايد
تجدله
بعدك
زغير
عالمحبه
والعذاب
غمر
الغداير
طاير
عالريح
طاير
طاير
شعر
ليل
وبكى
بالبال
ضلك
طاير
قطر
الندى
حب
الندى
نقط
الورد
وهدى
طير
عالنبعه
غدى
غنى
لى
هالبشاير
وين
العسل
شهد
العسل
برق
شالها
وهدل
وميت
بإيدها
عالجبل
وإتعلت
العماير
يكتب
صلاه
يودى
صلاه
لعيونها
ويحلى
العلا
تتلفت
وتضوى
لفتاتها
المناير",negative,0.8736936450004578,love
فايق ناسى,فايق ناسى عالمفرق شو بكينا حبيبى قاسى ناسى ليالينا فايق شو تمشينا بالليل عالطرقات شو رحنا مضينا بضو القمر سهرات احلى الاماسى فايق ناسى فايق عالتنزيهه بالقهوه اللى عالمى نبقى نقعد ستاير زرقا شوى عالحمر الكراسى فايق ناسى,1961.0,الاخوين رحبانى,الأخوين رحباني,"فايق
ناسى
عالمفرق
شو
بكينا
حبيبى
قاسى
ناسى
ليالينا
فايق
شو
تمشينا
بالليل
عالطرقات
شو
رحنا
مضينا
بضو
القمر
سهرات
احلى
الاماسى
فايق
ناسى
فايق
عالتنزيهه
بالقهوه
اللى
عالمى
نبقى
نقعد
ستاير
زرقا
شوى
عالحمر
الكراسى
فايق
ناسى",negative,0.6893137693405151,love
فايق هوى,فايق هوى ليم كنا والدمع سهرنى وصفولى دوا تارى الدوا حبك وفتش عالدوا فايق راحوا اهالينا مشوار تركونا وراحوا قالوا اولاد صغار ودارت فينا الدار ونحن اولاد صغار والهوى جمعنا وفرقنا الهوى طير المسا جاى سفر طويل وعلى باب السهره تبكى المواويل نطفى القناديل وتبكى المواويل ونسهر العتمه تنينتنا فايق سهره وكان فى ليل وندى والنار عم تغفى بحضن الموقدى والعتوب مسافره فى كلام ولاهدى قلبك قلبى هدى ونام الحكى والناس وانهد السراج وتكيت غصون الورد كتف السياج وفل القمر ضيعتو وفلوا الدراج وقلك بقاش بكير تقلى اقعدى,1968.0,فيلمون وهبه,الأخوين رحباني,"فايق
هوى
ليم
كنا
والدمع
سهرنى
وصفولى
دوا
تارى
الدوا
حبك
وفتش
عالدوا
فايق
راحوا
اهالينا
مشوار
تركونا
وراحوا
قالوا
اولاد
صغار
ودارت
فينا
الدار
ونحن
اولاد
صغار
والهوى
جمعنا
وفرقنا
الهوى
طير
المسا
جاى
سفر
طويل
وعلى
باب
السهره
تبكى
المواويل
نطفى
القناديل
وتبكى
المواويل
ونسهر
العتمه
تنينتنا
فايق
سهره
وكان
فى
ليل
وندى
والنار
عم
تغفى
بحضن
الموقدى
والعتوب
مسافره
فى
كلام
ولاهدى
قلبك
قلبى
هدى
ونام
الحكى
والناس
وانهد
السراج
وتكيت
غصون
الورد
كتف
السياج
وفل
القمر
ضيعتو
وفلوا
الدراج
وقلك
بقاش
بكير
تقلى
اقعدى",negative,0.9630258679389954,love
